"Aar";"VdrNr";"Vassdrag";"Laks_vekt_u3kg";"Laks_vekt_o3u7kg";"Laks_vekt_o7kg";"Laks_ant_u3kg";"Laks_ant_o3u7kg";"Laks_ant_o7kg";"Gjen_vekt_u3kg";"Gjen_vekt_o3u7kg";"Gjen_vekto7kg";"Gjen_ant_u3kg";"Gjen_ant_o3u7kg";"Gjen_ant_o7kg"
2015;"075.4Z";"Mørkridselva";0;0;0;0;0;0;12;74;289;6;15;28
2015;"075.5Z";"Dalsdalselva i Luster";0;0;0;0;0;0;0;0;0;0;0;0
2015;"075.Z";"Fortunselva";23;152;113;9;32;13;8;53;104;4;13;12
2015;"076.Z";"Jostedalselva";11;48;32;5;10;4;0;0;0;0;0;0
2015;"077.3Z";"Sogndalselva";161;301;104;96;67;13;0;0;0;0;0;0
2015;"077.5Z";"Henjaelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"077.Z";"Årøyelva";45;72;51;24;14;5;85;156;427;43;31;44
2015;"078.2Z";"Storelva-Fjærland";6;22;0;3;5;0;0;0;0;0;0;0
2015;"078.5Z";"Vetlefjordelva";0;11;0;0;2;0;0;0;0;0;0;0
2015;"079.Z";"Daleelva i Høyanger";199;584;87;100;131;10;41;33;0;28;8;0
2015;"080.1Z";"Ø.Vadheimselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"080.21Z";"V.Vadheimselv";0;0;0;0;0;0;0;0;0;0;0;0
2015;"080.4Z";"Bøelva (Leirvikelva)";59;45;0;33;11;0;0;0;0;0;0;0
2015;"082.1Z";"Myklebustelva i Bremanger";0;0;0;0;0;0;0;0;0;0;0;0
2015;"082.5Z";"Storelva-Dale (Dalselva) i Fjaler";277;296;8;166;69;1;29;3;0;15;1;0
2015;"082.Z";"Flekkeelva";325;1508;498;208;310;61;0;0;0;0;0;0
2015;"083.2Z";"Kvamselva i Gaular";0;7;0;0;2;0;0;0;0;0;0;0
2015;"083.4Z";"Rivedalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"083.Z";"Gaula Sunnfjord";370;1071;226;211;224;26;249;1047;420;146;226;50
2015;"084.7Z";"Nausta";1885;597;78;1031;131;9;1150;1033;359;624;212;44
2015;"084.Z";"Jølstra (Førdeelva)";21;58;7;12;12;1;204;443;554;111;98;64
2015;"085.4Z";"Solheimsvassdraget";29;35;22;16;9;2;0;0;0;0;0;0
2015;"085.5Z";"Norddalselva i Flora";25;65;33;15;18;4;0;0;0;0;0;0
2015;"085.Z";"Osenelva (Svardalselva)";45;433;108;25;93;12;238;1032;460;145;222;56
2015;"086.1Z";"Indrehusvassdraget i Bremanger";31;16;22;18;5;2;0;0;0;0;0;0
2015;"086.3Z";"Botnedalselva i Bremanger";0;0;0;0;0;0;0;0;0;0;0;0
2015;"086.8Z";"Hopselva i Hyen (Hopeelva)";44;71;22;23;18;3;0;0;0;0;0;0
2015;"086.Z";"Åelva/Ommedalselva";150;340;164;85;74;20;75;222;90;44;49;11
2015;"087.1Z";"Ryggelva";64;78;0;36;19;0;0;0;0;0;0;0
2015;"087.Z";"Gloppenelva";107;248;46;59;54;6;57;85;14;28;19;2
2015;"088.1Z";"Oldenelva";7;92;10;4;18;1;12;9;70;6;2;8
2015;"088.2Z";"Loelva (Loenvassdraget)";10;63;17;5;12;2;4;9;10;2;2;1
2015;"088.Z";"Strynselva";28;155;181;14;31;21;31;146;293;16;29;33
2015;"089.4Z";"Hjelma (Naustdalselva)";30;77;0;15;20;0;0;0;0;0;0;0
2015;"089.5Z";"Kjølstadelva i Eid";0;0;0;0;0;0;0;0;0;0;0;0
2015;"089.6Z";"Maurstadelva i Vågsøy";0;0;0;0;0;0;0;0;0;0;0;0
2015;"089.Z";"Eidselva";555;858;226;304;193;24;71;133;7;43;31;1
2015;"091.3Z";"Ervikelva";619;517;16;229;105;2;0;0;0;0;0;0
2015;"092.Z";"Åheimselva";365;243;0;228;67;0;57;0;0;44;0;0
2015;"093.2Z";"Oselva i Syvde (Sørdalsvatnet)";58;124;8;37;29;1;0;0;0;0;0;0
2015;"093.3Z";"Norddalselva (Vikelva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"094.21Z";"Steinvikelva Dalsfjord";14;12;0;9;3;0;0;0;0;0;0;0
2015;"094.42Z";"Høydalselva Austefjord";0;0;0;0;0;0;0;0;0;0;0;0
2015;"094.4Z";"Austefjordelva (Fyrdselva)";76;268;60;45;60;7;0;0;0;0;0;0
2015;"094.6Z";"Øyraelva (Rødsetelva)";31;7;0;21;2;0;0;0;0;0;0;0
2015;"094.Z";"Kilselva (Bjørkedalsvassdraget)";23;14;15;11;3;2;0;0;0;0;0;0
2015;"095.3Z";"S. Vartdalselv";280;317;31;184;72;4;80;20;7;40;4;1
2015;"095.41Z";"N. Vartdalselv";0;0;0;0;0;0;0;0;0;0;0;0
2015;"095.4Z";"Barstadvikelva";168;182;15;116;47;2;0;0;0;0;0;0
2015;"095.Z";"Ørstaelva";774;1724;188;413;428;22;54;7;0;31;2;0
2015;"096.1Z";"Hareidvassdraget";94;48;0;68;13;0;0;0;0;0;0;0
2015;"096.21Z";"Haddalselva i Ulstein";0;0;0;0;0;0;0;0;0;0;0;0
2015;"096.2Z";"Ulsteinelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"096.31Z";"Øyraelva (Klugsøyr)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"096.33Z";"Aspevikelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"096.41Z";"Vågselva (Gursken)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"097.11Z";"Standalelva (Store Standal)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"097.1Z";"Bondalselva";828;1192;232;496;280;31;0;0;0;0;0;0
2015;"097.2Z";"Vikelva (Bjørkeelva)";497;674;56;265;167;7;0;0;0;0;0;0
2015;"097.42Z";"Urkeelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"097.4Z";"Norangdalselva";7;23;0;5;5;0;0;0;0;0;0;0
2015;"097.5Z";"Hunda";0;0;0;0;0;0;0;0;0;0;0;0
2015;"097.6Z";"Riksheimselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"097.721Z";"Vikelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"097.72Z";"Aureelva i Sykkylven";884;304;0;568;80;0;29;0;0;25;0;0
2015;"097.7Z";"Velledalselva (Fetvassdraget)";266;285;84;175;71;10;0;0;0;0;0;0
2015;"098.1Z";"Ramstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"098.3Z";"Strandaelva";279;1597;116;174;306;15;0;0;0;0;0;0
2015;"098.5Z";"Hellesyltelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"098.6Z";"Korsbrekkelva";476;946;359;276;195;45;0;0;0;0;0;0
2015;"099.1Z";"Eidsdalselva (Ytterdalselva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"099.2Z";"Norddalselva (Dalsbygdelva) i Norddal";0;0;0;0;0;0;0;0;0;0;0;0
2015;"099.Z";"Tafjordelva";1;15;9;1;3;1;0;0;0;0;0;0
2015;"100.2Z";"Stordalselva";449;1184;415;291;254;51;2;0;0;1;0;0
2015;"100.3Z";"Vaksvikelva";6;4;0;4;1;0;0;0;0;0;0;0
2015;"100.Z";"Valldalselva (Sylteelva)";259;1303;261;134;280;32;6;30;17;3;6;2
2015;"101.1Z";"Ørskogelva";187;91;0;119;22;0;0;0;0;0;0;0
2015;"101.2Z";"Solnørelva";410;131;0;243;35;0;0;0;0;0;0;0
2015;"101.4Z";"Mausetelva (Mauseidelva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"101.5Z";"Brusdalsvatnet";0;0;0;0;0;0;0;0;0;0;0;0
2015;"101.6Z";"Tennfjordelva (Engesetvassdraget)";141;31;0;111;8;0;0;0;0;0;0;0
2015;"101.8Z";"Slyngstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"102.11Z";"Hildreelva";31;0;0;31;0;0;0;0;0;0;0;0
2015;"102.2Z";"Vatneelva";9;3;0;4;1;0;0;0;0;0;0;0
2015;"102.44Z";"Flateelva (Viåa)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"102.4Z";"Fiksdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"102.5Z";"Skorgeelva";60;72;0;30;18;0;0;0;0;0;0;0
2015;"102.62Z";"Daugstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"102.6Z";"Tressa (Trefjordelva)";174;328;32;111;80;4;11;20;8;8;4;1
2015;"103.1Z";"Måna (Måndalselva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"103.2Z";"Innfjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"103.4Z";"Isa (Henselva) m/Glutra";0;0;0;0;0;0;0;0;0;0;0;0
2015;"103.Z";"Raumavassdraget";97;218;72;46;45;9;0;13;152;0;2;18
2015;"104.1Z";"Mittetelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"104.2Z";"Visa (Vistdalselva)";44;476;16;22;110;2;29;12;0;17;4;0
2015;"104.31Z";"Eidsvågelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"104.Z";"Eiravassdraget";407;786;458;187;183;57;0;680;0;0;136;0
2015;"105.1Z";"Røa (Hovdenakken)";15;0;0;11;0;0;0;0;0;0;0;0
2015;"105.3Z";"Olterelva/Istadelva";9;0;0;6;0;0;0;0;0;0;0;0
2015;"105.4Z";"Oppdøla";0;0;0;0;0;0;0;0;0;0;0;0
2015;"105.Z";"Oselva m/Osvatn i Molde";803;467;10;500;124;1;0;0;0;0;0;0
2015;"107.2Z";"Malmeelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"107.3Z";"Sylte-/Moaelva";1079;290;31;775;77;4;69;9;0;58;2;0
2015;"107.4Z";"Stavikelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"107.63Z";"Farstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"107.6Z";"Hustadelva med Frelsvatnet og Langvatnet";390;64;0;209;18;0;8;0;0;5;0;0
2015;"108.221Z";"Vassgårdselva";191;7;0;83;2;0;0;0;0;0;0;0
2015;"108.2Z";"Vågsbøelva (Nosvassdraget)";167;0;9;127;0;1;0;0;0;0;0;0
2015;"108.3Z";"Batnfjordelva";390;92;0;215;24;0;0;0;0;0;0;0
2015;"108.41Z";"Skeidsdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"108.4Z";"Torvikelva (Gjemnes)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"109.111Z";"Hoemselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"109.4Z";"Usma (Øksendalselva)";25;39;0;15;9;0;0;0;0;0;0;0
2015;"109.5Z";"Litledalselva";18;59;0;9;13;0;0;0;0;0;0;0
2015;"109.Z";"Drivavassdraget";430;1021;622;241;228;74;39;29;0;24;7;0
2015;"110.3Z";"Baeelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"111.5Z";"Ålvunda";0;0;0;0;0;0;0;0;0;0;0;0
2015;"111.7Z";"Søya";320;91;0;214;25;0;82;0;0;53;0;0
2015;"111.Z";"Todalselva (Toåa) i Surnadal";81;160;16;51;37;2;10;15;0;6;3;0
2015;"112.3Z";"Bævra (Svorka)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"112.42Z";"Settemdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"112.Z";"Surna m/Rinna";561;1586;313;305;345;39;405;615;218;242;139;28
2015;"113.22Z";"Betnaelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"113.4Z";"Sandåa";0;0;0;0;0;0;0;0;0;0;0;0
2015;"113.6Z";"Todalselva i Aure";30;7;0;24;2;0;1;4;0;1;1;0
2015;"113.8Z";"Aureelva i Aure";0;0;0;0;0;0;0;0;0;0;0;0
2015;"115.1Z";"Rokstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"115.21Z";"Hinnåvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"115.2Z";"Fuglvågvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"115.3Z";"Hopenvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"116.2Z";"Hjelaelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"113.Z";"Fjelna";112;0;0;70;0;0;0;0;0;0;0;0
2015;"116.Z";"Åelva (Røsta)";266;0;0;111;0;0;0;0;0;0;0;0
2015;"117.3Z";"Laugen (i Kvenvær)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"117.4Z";"Grytelva (på Hitra)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"119.1Z";"Søa i Hemne";47;0;0;35;0;0;0;0;0;0;0;0
2015;"119.3Z";"Hollaelva i Hemne";0;0;0;0;0;0;0;0;0;0;0;0
2015;"119.42Z";"Snilldalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"119.4Z";"Bergselva   Snillfjord";0;0;0;0;0;0;0;0;0;0;0;0
2015;"119.61Z";"Slørdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"119.6Z";"Åstelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"119.9Z";"Hegga (Femstadelva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"121.1Z";"Skjenaldelva";147;10;0;103;3;0;0;0;0;0;0;0
2015;"121.Z";"Orkla";597;3910;2521;314;781;311;1626;5122;5689;911;1031;658
2015;"122.1Z";"Børsaelva";660;0;0;434;0;0;10;0;0;9;0;0
2015;"122.2Z";"Vigda";594;54;0;482;16;0;16;0;0;16;0;0
2015;"122.Z";"Gaulavassdraget";487;6091;4605;255;1158;542;1065;5828;6340;597;1091;687
2015;"123.4Z";"Homla (Hommelvikelva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"123.Z";"Nidelva";589;1727;1301;303;336;152;53;57;58;33;13;6
2015;"132.2Z";"Hasselelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"132.Z";"Skauga";264;320;102;160;73;13;98;21;0;89;6;0
2015;"133.2Z";"Osaelva Sørfjorden";46;12;0;32;3;0;0;0;0;0;0;0
2015;"133.3Z";"Nordelva Nordfjorden";276;285;50;197;57;7;31;34;0;23;7;0
2015;"134.Z";"Teksdalselva";143;122;7;83;26;1;19;15;8;14;4;1
2015;"135.1Z";"Oldenelva";12;0;0;7;0;0;0;0;0;0;0;0
2015;"135.31Z";"Austdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"135.3Z";"Sørdalselva (Arnevikselva i Åfjord)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"135.AZ";"Norddalselva i Åfjord";585;115;16;409;32;2;0;0;0;0;0;0
2015;"135.Z";"Stordalselva i Åfjord";779;895;119;405;238;17;0;0;0;0;0;0
2015;"136.52Z";"Straumvassdraget";6;0;0;4;0;0;0;0;0;0;0;0
2015;"136.Z";"Hofstadelva Brandsfjorden";0;0;0;0;0;0;0;0;0;0;0;0
2015;"137.2Z";"Steinsdalselva";533;281;8;321;78;1;3;7;0;2;2;0
2015;"124.Z";"Stjørdalsvassdraget";781;4994;2559;393;962;299;828;2076;1592;416;401;186
2015;"125.4Z";"Hopla";0;0;0;0;0;0;0;0;0;0;0;0
2015;"126.6Z";"Levangerelva";94;40;0;66;11;0;6;7;0;5;2;0
2015;"127.Z";"Verdalsvassdraget";36;788;482;18;154;57;121;1044;435;66;225;53
2015;"128.3Z";"Figga";0;0;0;0;0;0;0;0;0;0;0;0
2015;"128.Z";"Steinkjervassdraget";65;638;178;44;128;21;0;0;0;0;0;0
2015;"129.2Z";"Moldelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"130.32Z";"Tangstadelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"131.1Z";"Mossa";0;0;0;0;0;0;0;0;0;0;0;0
2015;"131.5Z";"Ytterelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"137.4Z";"Skjellåa";0;0;0;0;0;0;0;0;0;0;0;0
2015;"137.5Z";"Storelva i Flatanger";0;0;0;0;0;0;0;0;0;0;0;0
2015;"137.72Z";"Sitterelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"137.7Z";"Lauvsneselva";10;38;15;7;8;2;0;0;0;0;0;0
2015;"138.3Z";"Oksdøla";16;0;0;16;0;0;0;0;0;0;0;0
2015;"138.5Z";"Aursunda (Aursundlielva)";426;50;0;359;15;0;8;4;0;11;1;0
2015;"138.6Z";"Bogna";808;162;0;418;40;0;1;0;0;1;0;0
2015;"138.Z";"Årgårdsvassdraget";3017;1044;47;2436;269;6;50;8;0;52;2;0
2015;"139.Z";"Namsenvassdraget";5963;13684;9705;3958;2785;1131;223;312;240;143;72;28
2015;"140.3Z";"Vetterhuselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"140.Z";"Salvassdraget";275;456;99;208;101;12;193;16;0;150;5;0
2015;"141.4Z";"Kvistenelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"141.Z";"Oppløyelva";54;101;21;44;24;3;0;0;0;0;0;0
2015;"142.3AZ";"Nordfolda";53;64;12;30;17;1;25;5;10;10;1;1
2015;"142.3Z";"Kongsmoelva";90;58;0;58;16;0;0;0;0;0;0;0
2015;"143.532Z";"Horvenelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"143.7Z";"Storelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"144.21Z";"Fiskaroselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"144.22Z";"Hornelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"144.4Z";"Terråkelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"144.5Z";"Urvollvassdraget";15;0;0;11;0;0;1;0;0;1;0;0
2015;"144.61Z";"Bogelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"144.7Z";"Tosbotnelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"144.Z";"Åelva (Åbjøra)";458;150;0;229;39;0;290;427;206;144;95;24
2015;"145.2Z";"Eidevassdraget";78;35;0;55;11;0;1;0;0;2;0;0
2015;"146.31Z";"Grøttemvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"146.3Z";"Røyrmarksvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"146.61Z";"Tilremvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"147.3Z";"Færsetvassdraget";12;0;0;7;0;0;0;0;0;0;0;0
2015;"148.22Z";"Brusjøvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"148.2Z";"Sausvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"148.312Z";"Langfjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"148.51Z";"Storfjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"148.7Z";"Brødløselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"148.Z";"Lomselva (Lomsdalselva)";79;99;32;37;24;4;13;4;7;9;1;1
2015;"149.1Z";"Vassengvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"149.2Z";"Lakselva m/Sæterelva";6;15;8;3;3;1;5;24;27;3;5;3
2015;"149.61Z";"Hestdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"149.6Z";"Halsanelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"149.8Z";"Aunelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"150.4Z";"Hertenelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"151.1Z";"Hundåla";0;0;0;0;0;0;0;0;0;0;0;0
2015;"151.2Z";"Vikdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"151.Z";"Vefsnavassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"152.2Z";"Drevjavassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"152.Z";"Fustavassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"153.11Z";"Dagsvikelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"153.1Z";"Nylandselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"153.22Z";"Leirelvvassdraget";193;158;30;126;42;4;0;0;0;0;0;0
2015;"153.32Z";"Breilandsvassdraget";54;0;0;33;0;0;0;0;0;0;0;0
2015;"153.3Z";"Ranelva i Leirfjord";0;0;0;0;0;0;0;0;0;0;0;0
2015;"153.4Z";"Bøelva/Storelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"153.61Z";"Austvikvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"153.6Z";"Bardalselva";10;12;0;8;3;0;0;0;0;0;0;0
2015;"154.2Z";"Hestadelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"154.5Z";"Gleinsvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"155.1Z";"Leirvikelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"155.21Z";"Skravlåga";0;0;0;0;0;0;0;0;0;0;0;0
2015;"155.2Z";"Sannaelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"155.4Z";"Bjerkaelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"155.Z";"Røssåga";99;38;50;48;8;6;85;257;627;46;53;70
2015;"156.2Z";"Dalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"156.4Z";"Busteråga/Slettenelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"156.Z";"Ranaelva m/Plura";578;1817;1030;308;370;125;0;0;0;0;0;0
2015;"157.12Z";"Daloselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"157.31Z";"Langsetelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"157.42Z";"Flostrandvassdraget";15;7;0;13;1;0;4;0;0;2;0;0
2015;"157.52Z";"Silavassdraget";18;0;0;9;0;0;0;0;0;0;0;0
2015;"157.6Z";"Brattlandsvassdraget (Kjerringåga)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"159.211Z";"Sørfjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"159.21Z";"Gjervalelva, Rødøy";18;70;33;7;14;4;83;52;0;36;11;0
2015;"159.52Z";"Kista, Strømdalselva i Rødøy";0;0;0;0;0;0;0;0;0;0;0;0
2015;"159.7Z";"Reppaelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"159.811Z";"Ågvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"159.813Z";"Engabrevassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"159.8Z";"Kilvikvassdraget (Storflatelva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"160.32Z";"Selstadvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"160.3Z";"Neverdalsvassdraget";9;0;0;6;0;0;3;0;0;2;0;0
2015;"160.41Z";"Spildervassdraget (Spildra)";129;165;7;72;40;1;178;3;0;126;1;0
2015;"160.43Z";"Reipåvassdraget";88;40;0;53;10;0;31;4;0;20;1;0
2015;"160.51Z";"Skromma";0;0;0;0;0;0;0;0;0;0;0;0
2015;"160.71Z";"Laksådalsvassdraget (Laksåa)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"160.72Z";"Skauvollelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"161.1Z";"Sundsfjordelva, Gildeskål";148;167;102;92;38;13;13;5;0;10;1;0
2015;"161.Z";"Beiarvassdraget";642;280;223;318;63;25;523;2385;2387;285;488;271
2015;"162.1Z";"Valneselva, Bodø";24;9;0;12;2;0;5;0;0;3;0;0
2015;"162.2Z";"Børelvvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"162.7Z";"Lakselva (Misværelva)";21;83;15;11;17;2;25;0;0;14;0;0
2015;"163.4Z";"Botnvassdraget";0;3;0;0;1;0;0;0;0;0;0;0
2015;"163.5Z";"Saksenvikelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"163.Z";"Saltdalsvassdraget";39;466;377;17;94;41;330;1181;1422;180;249;166
2015;"164.1Z";"Storelva i Setså";0;0;0;0;0;0;0;0;0;0;0;0
2015;"164.3Z";"Laksåa i Valnesfjord (Fauske)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"164.Z";"Sulitjelmavassdraget (Sjønståelva)";0;0;0;0;0;0;0;0;0;0;0;0
2015;"165.1Z";"Hopselva, Bodø";28;21;0;19;4;0;0;0;0;0;0;0
2015;"165.2Z";"Futelva, Bodø";68;3;0;43;1;0;49;3;0;35;1;0
2015;"165.7Z";"Fjærevassdraget";2;7;0;2;2;0;13;0;0;11;0;0
2015;"165.8Z";"Strandåvassdraget";3;0;0;5;0;0;0;0;0;0;0;0
2015;"166.1Z";"Nevelsfjordvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"166.2Z";"Færøyvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"166.3Z";"Lakselva (Valljorda)";14;0;0;11;0;0;0;0;0;0;0;0
2015;"166.4Z";"Straumenvassdraget";8;15;8;5;3;1;0;0;0;0;0;0
2015;"166.5Z";"Laksåga Nordfjorden";0;18;0;0;4;0;0;0;0;0;0;0
2015;"167.3Z";"Bonnåga";0;0;0;0;0;0;0;0;0;0;0;0
2015;"167.4Z";"Styrkesneselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"167.Z";"Kobbelva";83;93;31;46;19;4;15;12;8;7;2;1
2015;"168.1Z";"Brattfjordvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"168.5Z";"Mørsvikelva";6;0;0;2;0;0;0;0;0;0;0;0
2015;"168.6Z";"Hopvassdraget (Steigen)";62;43;14;37;11;2;0;0;0;0;0;0
2015;"168.7Z";"Lommervassdraget (Bellkjøselva)";7;19;0;5;5;0;0;0;0;0;0;0
2015;"168.8Z";"Laksåvassdraget";2;0;0;1;0;0;0;0;0;0;0;0
2015;"169.21Z";"Mellomelva/Åsjordelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"169.2Z";"Marhaugelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"169.31Z";"Bjørndalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"169.3Z";"Leirosdalselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"169.413Z";"Nonsvassdraget/Sagelvvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"169.4Z";"Hasselbakkvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"169.51Z";"Skånlandsvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"169.5Z";"Skjelvareidvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.3Z";"Storvasselva i Hamarøy";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.3Z";"Sagpollvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.51Z";"Svartvasselva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.5Z";"Varpavassdraget (Kvannelva)";77;62;7;40;16;1;0;0;0;0;0;0
2015;"170.71Z";"Lilandvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.81Z";"Steinslandsvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.82Z";"Straumsvatnvassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.831Z";"Åslivassdraget";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.X1Z";"Strømsneselva i Hamarøy";0;0;0;0;0;0;0;0;0;0;0;0
2015;"170.Z";"Sagvatnanvassdraget";3;0;0;3;0;0;0;0;0;0;0;0
2015;"171.1Z";"Forsåelva";0;0;0;0;0;0;0;0;0;0;0;0
2015;"171.6Z";"Muskenelva";0;0;0;0;0;0;0;0;0;0;0;0
